City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
298,illizi,26.4833,8.4667,37.89000000000004,11,8,3.63,DZ,1697993684
299,thunder bay,48.4001,-89.3168,4.9500000000000455,81,75,2.06,CA,1697993280
300,westport,41.1415,-73.3579,13.010000000000048,54,20,9.26,US,1697993685
301,santa cruz,-17.8,-63.1667,39.03000000000003,29,8,9.26,BO,1697993273
302,huarmey,-10.0681,-78.1522,23.180000000000007,77,72,4.55,PE,1697993293
303,hotan,37.0997,79.9269,13.07000000000005,21,52,1.94,CN,1697993307
304,kotlas,61.2611,46.6556,0.8900000000000432,83,100,3.56,RU,1697993686
305,chonchi,-42.6128,-73.8092,14.560000000000002,43,1,1.94,CL,1697993686
306,bontang,0.1333,117.5,26.29000000000002,83,84,0.67,ID,1697993686
307,aykhal,66.0,111.5,-6.289999999999964,96,100,5.24,RU,1697993687
308,yuzawa,39.1667,140.5,12.220000000000027,93,77,1.73,JP,1697993687
309,aniva,46.7144,142.5294,3.9500000000000455,69,21,3.21,RU,1697993687
310,palmer,42.1584,-72.3287,11.110000000000014,54,75,8.75,US,1697993465
311,gobabis,-22.45,18.9667,27.79000000000002,7,0,3.71,NA,1697993688
312,enewetak,11.3474,162.3373,28.060000000000002,75,96,1.95,MH,1697993688
313,cuyo,10.8525,121.0086,28.660000000000025,76,100,5.69,PH,1697993329
314,omaruru,-21.4333,15.9333,27.05000000000001,8,0,4.36,NA,1697993689
315,cockburn town,21.4612,-71.1419,29.980000000000018,66,40,2.57,TC,1697993689
316,colimes,-1.55,-80.0167,27.170000000000016,71,100,1.98,EC,1697993689
317,quilpue,-33.045,-71.4494,15.439999999999998,71,100,5.66,CL,1697993689
318,borogontsy,62.6683,131.1683,-5.899999999999977,94,100,2.37,RU,1697993690
319,mermoz boabab,14.7065,-17.4758,30.879999999999995,66,75,5.14,SN,1697993310
320,veraval,20.9,70.3667,28.52000000000004,70,92,2.2,IN,1697993690
321,mata-utu,-13.2816,-176.1745,27.360000000000014,81,94,3.73,WF,1697993397
322,midvagur,62.0511,-7.1939,9.460000000000036,100,100,3.6,FO,1697993691
323,arta,39.1606,20.9853,22.80000000000001,69,78,0.84,GR,1697993691
324,leava,-14.3,-178.1667,27.129999999999995,86,100,6.57,WF,1697993691
325,ialibu,-6.2821,143.9935,11.600000000000023,97,71,1.05,PG,1697993692
326,altamira,-3.2033,-52.2064,35.05000000000001,52,75,3.6,BR,1697993692
327,kapuskasing,49.4169,-82.4331,3.0,81,75,4.12,CA,1697993692
328,luderitz,-26.6481,15.1594,16.670000000000016,87,21,1.66,NA,1697993692
